Count,Name,Edition,Card Number,Language,Foil,PreRelease
1,Goblin,Extras: Masters 25,9,English,,
4,Goblin,Extras: Dominaria,9,English,,
3,Goblin Arsonist,Core Set 2021,147,English,,
1,Goblin Artisans,Chronicles,48,English,,
4,Goblin Assailant,War of the Spark,128,English,,
1,Goblin Assault,Mystery Booster,950,English,,
2,Goblin Assault Team,War of the Spark,129,English,,
1,Goblin Balloon Brigade,Revised Edition,153,English,,
1,Goblin Balloon Brigade,Fourth Edition,215,English,,
1,Goblin Banneret,Guilds of Ravnica,102,English,,
4,Goblin Barrage,Dominaria,128,English,,
2,Goblin Bird-Grabber,Core Set 2020,142,English,,
2,Goblin Caves,The Dark,63,English,,
1,Goblin Chainwhirler,Dominaria,129,English,,
1,Goblin Charbelcher,Duel Decks: Merfolk vs. Goblins,57,English,,
1,Goblin Chieftain,Duel Decks: Merfolk vs. Goblins,41,English,,
4,Goblin Chirurgeon,Fallen Empires,110,English,,
4,Goblin Chirurgeon,Fallen Empires,111,English,,
4,Goblin Chirurgeon,Fallen Empires,112,English,,
3,Goblin Digging Team,Chronicles,49,English,,
2,Goblin Digging Team,The Dark,64,English,,
1,Goblin Diplomats,Duel Decks: Merfolk vs. Goblins,42,English,,
1,Goblin Electromancer,Return to Ravnica,163,English,,
4,Goblin Electromancer,Guilds of Ravnica,174,English,,
1,Goblin Fireslinger,Mystery Booster,953,English,,
1,Goblin Fireslinger,Magic 2012,139,English,,
4,Goblin Gathering,Ravnica Allegiance,104,English,,
1,Goblin Glory Chaser,Duel Decks: Merfolk vs. Goblins,43,English,,
1,Goblin Goon,Duel Decks: Merfolk vs. Goblins,44,English,,
1,Goblin Grenade,Duel Decks: Merfolk vs. Goblins,45,English,,
1,Goblin Grenade,Fallen Empires,114,English,,
1,Goblin Grenade,Fallen Empires,116,English,,
4,Goblin Instigator,Core Set 2019,142,English,,
1,Goblin Javelineer,Adventures in the Forgotten Realms,318,English,,
1,Goblin King,Revised Edition,154,English,,
4,Goblin Kites,Fallen Empires,117,English,,
2,Goblin Locksmith,Guilds of Ravnica,104,English,,
1,Goblin Morningstar,Adventures in the Forgotten Realms,145,English,,
4,Goblin Motivator,Core Set 2019,143,English,,
1,Goblin Rabblemaster,Duel Decks: Merfolk vs. Goblins,46,English,,
1,Goblin Razerunners,Duel Decks: Merfolk vs. Goblins,47,English,,
2,Goblin Ringleader,Duel Decks: Merfolk vs. Goblins,48,English,,
1,Goblin Ringleader,Core Set 2020,143,English,,
2,Goblin Rock Sled,The Dark,66,English,,
3,Goblin Rock Sled,Fourth Edition,217,English,,
1,Goblin Shortcutter,Magic 2014 Core Set,142,English,,
3,Goblin Shrine,Chronicles,50,English,,
2,Goblin Smuggler,Core Set 2020,144,English,,
1,Goblin Snowman,Ice Age,191,English,,
4,Goblin Trailblazer,Rivals of Ixalan,105,English,,
1,Goblin Trashmaster,Core Set 2019,144,English,,
1,Goblin Tunneler,Duel Decks: Merfolk vs. Goblins,49,English,,
4,Goblin War Drums,Fallen Empires,118,English,,
2,Goblin War Drums,Fallen Empires,119,English,,
2,Goblin War Drums,Fallen Empires,120,English,,
1,Goblin War Paint,Battle for Zendikar,146,English,,
1,Goblin Warchief,Dominaria,130,English,,
2,Goblin Wardriver,Duel Decks: Merfolk vs. Goblins,50,English,,
1,Goblin Wizardry,Core Set 2021,148,English,,
1,Goblins of the Flarg,Chronicles,51,English,,
1,Goblins of the Flarg,The Dark,69,English,,
1,God-Eternal Oketra,War of the Spark,16,English,,
2,God-Pharaoh's Faithful,Hour of Devastation,14,English,,
1,God-Pharaoh's Statue,War of the Spark,238,English,,
1,Godhunter Octopus,Journey into Nyx,39,English,,
2,Gods Willing,Masters 25,16,English,,
1,Gods Willing,Mystery Booster,125,English,,
1,Golden Guardian,Rivals of Ixalan,179,English,,
2,Goldmaw Champion,Kaldheim,14,English,,
1,Goldvein Pick,Kaldheim,239,English,,
4,Golem,Extras: Rivals of Ixalan,4,English,,
2,Golgari Cluestone,Dragon's Maze,139,English,,
1,Golgari Findbroker,Guilds of Ravnica,175,English,,
3,Golgari Guildgate,Guilds of Ravnica,248,English,,
4,Golgari Guildgate,Guilds of Ravnica,249,English,,
4,Golgari Locket,Guilds of Ravnica,237,English,,
2,Golgari Raiders,Guilds of Ravnica,130,English,,
1,Goma Fada Vanguard,Zendikar Rising,141,English,,
1,Gone Missing,Mystery Booster,393,English,,
1,Gore-House Chainwalker,Return to Ravnica,96,English,,
1,"Goreclaw, Terror of Qal Sisma",Core Set 2019,186,English,,
1,Gorging Vulture,Core Set 2020,102,English,,
1,Gorging Vulture,Core Set 2020,102,English,true,
1,Gorilla Pack,Ice Age,135,English,,
1,Grand Master of Flowers,Adventures in the Forgotten Realms,282,English,true,
1,Grand Warlord Radha,Dominaria,195,English,,
1,Grandmother Sengir,Homelands,13,English,,
1,Granite Grip,Urza's Legacy,81,English,,
2,Grapeshot Catapult,Fourth Edition,340,English,,
1,Grasp of Darkness,Core Set 2021,102,English,,
2,Grasp of Phantoms,Modern Masters 2017 Edition,41,English,,
1,Grasp of the Hieromancer,Mystery Booster,127,English,,
1,Grasp of the Hieromancer,Magic Origins,15,English,,
4,Grasping Scoundrel,Rivals of Ixalan,74,English,,
4,Grasping Thrull,Ravnica Allegiance,177,English,,
1,Grassland Crusader,Onslaught,32,English,,
4,Gravedigger,Core Set 2019,98,English,,
4,Gravel-Hide Goblin,Ravnica Allegiance,105,English,,
4,Graven Abomination,Hour of Devastation,162,English,,
1,Gravewaker,Core Set 2019,293,English,,
1,Graveyard Busybody,Unstable,34,English,,
1,Graveyard Marshal,Core Set 2019,99,English,,
1,Gravitic Punch,Guilds of Ravnica,105,English,,
1,Gray Merchant of Asphodel,Theros Beyond Death,99,English,,
4,Gray Ogre,Revised Edition,156,English,,
2,Gray Ogre,Fourth Edition,218,English,,
3,Grazing Whiptail,Ixalan,190,English,,
1,Great Hall of Starnheim,Kaldheim,259,English,,
3,Greater Sandwurm,Ikoria: Lair of Behemoths,157,English,,
1,Greater Werewolf,Homelands,14,English,,
1,Green Scarab,Ice Age,252,English,,
3,Green Ward,Revised Edition,204,English,,
1,Greenwarden of Murasa,Battle for Zendikar,174,English,,
1,Greenwood Sentinel,Mystery Booster,1229,English,,
4,Greenwood Sentinel,Core Set 2019,187,English,,
3,Greenwood Sentinel,Core Set 2020,174,English,,
1,Gretchen Titchwillow,Adventures in the Forgotten Realms,223,English,,
1,Griffin Protector,Masters 25,17,English,,
4,Griffin Protector,Core Set 2020,20,English,,
2,Griffin Sentinel,Magic 2014 Core Set,20,English,,
1,Grim Bounty,Adventures in the Forgotten Realms,106,English,,
1,Grim Draugr,Kaldheim,96,English,,
2,Grim Initiate,War of the Spark,130,English,,
2,Grim Physician,Theros Beyond Death,100,English,,
2,Grim Roustabout,Return to Ravnica,68,English,,
1,Grimdancer,Ikoria: Lair of Behemoths,90,English,,
1,Grind // Dust,Hour of Devastation,155,English,,
1,Grip of the Roil,Oath of the Gatewatch,56,English,,
1,Grisly Salvage,Return to Ravnica,165,English,,
1,Grisly Spectacle,Iconic Masters,92,English,,
3,Grisly Survivor,Hour of Devastation,64,English,,
1,Grixis Slavedriver,Modern Masters 2017 Edition,74,English,,
3,Grizzly Bears,Revised Edition,108,English,,
4,Grizzly Bears,Fourth Edition,134,English,,
2,Grotag Night-Runner,Zendikar Rising,143,English,,
4,Grotesque Demise,Ravnica Allegiance,75,English,,
1,Grotesque Mutation,Mystery Booster,681,English,,
1,Ground Assault,Modern Masters 2017 Edition,169,English,,
1,Ground Pounder,Unstable,110,English,,
2,Groundshaker Sliver,Magic 2014 Core Set,177,English,,
4,Grow from the Ashes,Dominaria,164,English,,
1,Growth Cycle,Core Set 2020,175,English,,
4,Growth Spiral,Ravnica Allegiance,178,English,,
4,Gruesome Fate,Rivals of Ixalan,75,English,,
2,Gruesome Scourger,Core Set 2020,104,English,,
2,"Grunn, the Lonely King",Dominaria,165,English,,
1,"Grunn, the Lonely King",Dominaria,165,English,true,
2,Gruul Beastmaster,Ravnica Allegiance,129,English,,
3,Gruul Cluestone,Dragon's Maze,140,English,,
4,Gruul Guildgate,Ravnica Allegiance,249,English,,
4,Gruul Guildgate,Ravnica Allegiance,250,English,,
4,Gruul Locket,Ravnica Allegiance,234,English,,
1,Gruul Signet,Mystery Booster,1589,English,,
2,Gryff Rider,Innistrad: Crimson Vow,15,English,,
1,Guard Duty,Iconic Masters,22,English,,
4,Guardian Angel,Revised Edition,205,English,,
1,Guardian Automaton,Magic Origins,227,English,,
1,Guardian of Tazeem,Battle for Zendikar,78,English,,
4,Guardians of Koilos,Dominaria,216,English,,
1,Guardians of Meletis,Magic Origins,228,English,,
1,Guest List,Unstable,186,English,,
1,Guiding Voice,Strixhaven: School of Mages,19,English,,
3,Guild Globe,War of the Spark,239,English,,
2,Guild Thief,Adventures in the Forgotten Realms,61,English,,
4,Guildpact Informant,War of the Spark,271,English,,
1,Gurmag Angler,Fate Reforged,72,English,,
1,Gust of Wind,Ikoria: Lair of Behemoths,54,English,,
1,Gutter Skulk,Gatecrash,67,English,,
1,Gutter Skulker // Gutter Shortcut,Innistrad: Crimson Vow,62,English,,
1,Gutterbones,Ravnica Allegiance,76,English,,
2,Guttersnipe,Core Set 2019,145,English,,
4,Haazda Officer,Ravnica Allegiance,10,English,,
1,Haazda Snare Squad,Dragon's Maze,2,English,,
2,Hagra Constrictor,Zendikar Rising,105,English,,
1,Hagra Sharpshooter,Battle for Zendikar,113,English,,
1,Half-Elf Monk,Adventures in the Forgotten Realms,19,English,,
1,"Half-Orc, Half-",Unstable,84,English,,
1,Hall of Oracles,Strixhaven: School of Mages,267,English,,
1,Hall of Storm Giants,Adventures in the Forgotten Realms,257,English,,
1,Hallowed Fountain,Ravnica Allegiance,251,English,,
3,Hammer Dropper,Guilds of Ravnica,176,English,,
1,Hammer Helper,Unstable,85,English,,
1,Hammer Jammer,Unstable,86,English,,
2,Hammerhand,Iconic Masters,132,English,,
2,Hampering Snare,Ikoria: Lair of Behemoths,55,English,,
1,Hanged Executioner,Core Set 2020,22,English,,
1,Hanweir Lancer,Modern Masters 2017 Edition,97,English,,
1,Hanweir Lancer,Mystery Booster,972,English,,
1,Hanweir Militia Captain,Shadows over Innistrad,21,English,,
1,Hapatra's Mark,Amonkhet,169,English,,
1,"Harald, King of Skemfar",Kaldheim,212,English,,
1,Harbinger of the Tides,Duel Decks: Merfolk vs. Goblins,7,English,,
1,Hard Hat Area,Unstable,187,English,,
4,Hardy Veteran,Rivals of Ixalan,132,English,,
2,Harrier Naga,Hour of Devastation,118,English,,
1,Harvest Hand,Shadows over Innistrad,256,English,,
2,Harvester Troll,Oath of the Gatewatch,133,English,,
2,Harvestguard Alseids,Journey into Nyx,13,English,,
2,Harvesttide Infiltrator // Harvesttide Assailant,Innistrad: Midnight Hunt,143,English,,
3,Hasran Ogress,Chronicles,6,English,,
2,Haunted Fengraf,Masters 25,240,English,,
1,Haunter of Nightveil,Dragon's Maze,76,English,,
2,Havenwood Battleground,Fallen Empires,181,English,,
4,Havoc Devils,Core Set 2019,146,English,,
1,Havoc Jester,Core Set 2021,149,English,,
3,Havoc Sower,Oath of the Gatewatch,71,English,,
1,Hazardous Conditions,Kaladesh,182,English,,
1,Hazduhr the Abbot,Homelands,110,English,,
2,Haze of Pollen,Amonkhet,171,English,,
1,Hazmat Suit (Used),Unstable,57,English,,
1,Head Banger,Unstable,188,English,,
1,Headstone,Homelands,15,English,,
4,Headstrong Brute,Ixalan,147,English,,
4,Headwater Sentries,Ixalan,58,English,,
3,Healer of the Glade,Core Set 2020,176,English,,
4,Healer's Hawk,Guilds of Ravnica,14,English,,
4,Healing Grace,Dominaria,20,English,,
1,Healing Hands,Magic Origins,17,English,,
2,Healing Salve,Revised Edition,206,English,,
1,Healing Salve,Fourth Edition,278,English,,
4,Heartfire,War of the Spark,131,English,,
3,Heat Ray,Iconic Masters,133,English,,
3,Heated Debate,Strixhaven: School of Mages,106,English,,
1,Hedgewitch's Mask,Innistrad: Midnight Hunt,23,English,,
1,Heightened Reflexes,Ikoria: Lair of Behemoths,123,English,,
2,Heirloom Mirror // Inherited Fiend,Innistrad: Midnight Hunt,105,English,,
1,Hekma Sentinels,Amonkhet,56,English,,
3,Helica Glider,Ikoria: Lair of Behemoths,15,English,,
1,Heliod's Punishment,Theros Beyond Death,21,English,,
3,Hellkite Whelp,Guilds of Ravnica,106,English,,
1,Helm of Chatzuk,Revised Edition,250,English,,
2,Henge Walker,Throne of Eldraine,221,English,,
1,Hengegate Pathway // Mistgate Pathway,Kaldheim,293,English,,
3,Herald of Faith,Core Set 2019,13,English,,
3,Herald of the Dreadhorde,War of the Spark,93,English,,
4,Herald of the Fair,Kaladesh,18,English,,
1,Herald of the Sun,Core Set 2020,23,English,,
1,Heraldic Banner,Throne of Eldraine,222,English,,
3,Hero of the Games,Theros Beyond Death,137,English,,
1,Hero of the Pride,Theros Beyond Death,22,English,,
1,Heroes' Bane,Iconic Masters,166,English,,
3,Heroic Reinforcements,Core Set 2019,217,English,,
4,Heroism,Fallen Empires,143,English,,
1,Heron of Hope,Innistrad: Crimson Vow,18,English,,
1,Heron-Blessed Geist,Innistrad: Crimson Vow,19,English,,
1,Hexplate Golem,Conspiracy: Take the Crown,210,English,,
1,Hexplate Golem,Mirrodin Besieged,109,English,,
1,Hidden Path,The Dark,41,English,,
3,Hidden Stockpile,Aether Revolt,129,English,,
1,Hieroglyphic Illumination,Amonkhet,57,English,,
2,Hieromancer's Cage,Core Set 2019,14,English,,
4,Hierophant's Chalice,Ixalan,240,English,,
4,High Alert,Ravnica Allegiance,182,English,,
1,High Tide,Fallen Empires,36,English,,
4,High Tide,Fallen Empires,37,English,,
1,Highborn Vampire,Zendikar Rising,107,English,,
4,Highland Game,Core Set 2019,188,English,,
1,Highland Lake,Core Set 2019,252,English,,
4,Highspire Artisan,Kaladesh,157,English,,
4,Hightide Hermit,Kaladesh,51,English,,
4,Hijack,Kaladesh,118,English,,
3,Hijack,Ixalan,148,English,,
1,Hill Giant,Unlimited Edition,158,English,,
4,Hill Giant,Revised Edition,157,English,,
2,Hill Giant,Fourth Edition,219,English,,
1,Hinterland Harbor,Dominaria,240,English,,
1,Hinterland Logger,Shadows over Innistrad,210,English,,
4,Hired Blade,Core Set 2019,100,English,,
1,Hired Hexblade,Adventures in the Forgotten Realms,109,English,,
3,Hired Poisoner,Guilds of Ravnica,72,English,,
1,Hired Torturer,Dragon's Maze,25,English,true,
1,Hissing Quagmire,Oath of the Gatewatch,171,English,,
3,Hitchclaw Recluse,Guilds of Ravnica,133,English,,
1,Hive of the Eye Tyrant,Adventures in the Forgotten Realms,355,English,true,
2,Hive Stirrings,Magic 2014 Core Set,21,English,,
2,Hiveheart Shaman,Innistrad: Crimson Vow,202,English,,
3,Hoard Robber,Adventures in the Forgotten Realms,110,English,,
1,Hoarding Dragon,Iconic Masters,134,English,,
3,Hoarding Ogre,Adventures in the Forgotten Realms,146,English,,
1,Hobbling Zombie,Innistrad: Midnight Hunt,106,English,,
1,Holdout Settlement,Oath of the Gatewatch,172,English,,
2,Hollow Trees,Fallen Empires,182,English,,
3,Holy Armor,Revised Edition,207,English,,
1,Holy Armor,Fourth Edition,279,English,,
1,Holy Light,The Dark,83,English,,
4,Holy Strength,Revised Edition,208,English,,
1,Homarid,Fallen Empires,38,English,,
3,Homarid,Fallen Empires,39,English,,
4,Homarid,Fallen Empires,40,English,,
4,Homarid,Fallen Empires,41,English,,
4,Homarid Explorer,Dominaria,53,English,,
2,Homarid Shaman,Fallen Empires,42,English,,
3,Homarid Spawning Bed,Fallen Empires,43,English,,
1,Homarid Warrior,Fallen Empires,44,English,,
4,Homarid Warrior,Fallen Empires,45,English,,
4,Homarid Warrior,Fallen Empires,46,English,,
1,Homestead Courage,Innistrad: Midnight Hunt,24,English,,
3,Honed Khopesh,Amonkhet,230,English,,
1,Honored Crop-Captain,Amonkhet,200,English,,
1,Hooded Brawler,Amonkhet,173,English,,
1,Hordeling Outburst,Duel Decks: Merfolk vs. Goblins,51,English,,
4,Hordeling Outburst,Masters 25,134,English,,
2,Horizon Scholar,Core Set 2019,59,English,,
1,Horn of Deafening,Chronicles,80,English,,
2,Horncaller's Chant,Return to Ravnica,128,English,,
2,Horror of the Broken Lands,Masters 25,93,English,,
4,Horseshoe Crab,Masters 25,61,English,,
1,Horseshoe Crab,Mystery Booster,402,English,,
4,Hostile Minotaur,Core Set 2019,147,English,,
1,Hound Tamer // Untamed Pup,Innistrad: Midnight Hunt,187,English,,
1,House Guildmage,Guilds of Ravnica,177,English,,
4,Howl from Beyond,Revised Edition,22,English,,
3,Howl from Beyond,Fourth Edition,25,English,,
1,Howl from Beyond,Ice Age,20,English,,
2,Howl of the Hunt,Innistrad: Midnight Hunt,188,English,,
1,Howling Giant,Core Set 2020,177,English,,
8,Howling Golem,Dominaria,218,English,,
1,Howling Moon,Innistrad: Crimson Vow,204,English,,
1,Howlpack Piper // Wildsong Howler,Innistrad: Crimson Vow,205,English,,
1,Howlpack Resurgence,Shadows over Innistrad,211,English,,
1,"Huatli, Radiant Champion",Rivals of Ixalan,159,English,,
1,"Huatli, the Sun's Heart",War of the Spark,230,English,,
4,Huatli's Snubhorn,Ixalan,286,English,,
1,Humble Naturalist,Ikoria: Lair of Behemoths,160,English,,
1,Humbler of Mortals,Journey into Nyx,127,English,,
4,Humongulus,Ravnica Allegiance,41,English,,
1,Hunding Gjornersen,Legends,271,English,,
1,Hungry for More,Innistrad: Midnight Hunt,228,English,,
3,Hungry Mist,Homelands,60,English,,
4,Hungry Mist,Homelands,61,English,,
2,Hungry Ridgewolf,Innistrad: Crimson Vow,161,English,,
3,Hunt for Specimens,Strixhaven: School of Mages,73,English,,
1,Hunt the Weak,Magic 2014 Core Set,179,English,,
2,Hunt the Weak,Kaladesh,158,English,,
4,Hunt the Weak,Rivals of Ixalan,133,English,,
4,Hunted Witness,Guilds of Ravnica,15,English,,
1,Hunter's Edge,Core Set 2021,189,English,,
2,Hunter's Mark,Adventures in the Forgotten Realms,188,English,,
2,Huntmaster Liger,Ikoria: Lair of Behemoths,16,English,,
4,Hurloon Minotaur,Revised Edition,158,English,,
2,Hurloon Minotaur,Fourth Edition,220,English,,
1,Hurr Jackal,Fourth Edition,221,English,,
1,Hyalopterous Lemure,Ice Age,21,English,,
2,Hydroblast,Ice Age,72,English,,
1,Hydroform,Gatecrash,172,English,,
1,Hydrosurge,Magic 2013,54,English,,
3,Hyena Pack,Amonkhet,139,English,,
3,Hymn to Tourach,Fallen Empires,12,English,,
2,Hymn to Tourach,Fallen Empires,13,English,,
1,Hymn to Tourach,Fallen Empires,14,English,,
3,Hymn to Tourach,Fallen Empires,15,English,,
1,Hypnotic Specter,Revised Edition,23,English,,
1,Hypothesizzle,Guilds of Ravnica,178,English,,
2,Hyrax Tower Scout,Theros Beyond Death,173,English,,
2,Icatian Infantry,Fallen Empires,145,English,,
4,Icatian Infantry,Fallen Empires,146,English,,
4,Icatian Javelineers,Fallen Empires,148,English,,
3,Icatian Javelineers,Fallen Empires,149,English,,
1,Icatian Javelineers,Fallen Empires,150,English,,
1,Icatian Lieutenant,Fallen Empires,151,English,,
1,Icatian Moneychanger,Fallen Empires,152,English,,
2,Icatian Phalanx,Fallen Empires,155,English,,
4,Icatian Priest,Fallen Empires,156,English,,
2,Icatian Scout,Fallen Empires,157,English,,
3,Icatian Scout,Fallen Empires,159,English,,
2,Icatian Scout,Fallen Empires,160,English,,
1,Icatian Store,Fallen Empires,183,English,,
1,Ice Over,Aether Revolt,35,English,,
1,Ice Tunnel,Kaldheim,262,English,,
1,Icebreaker Kraken,Kaldheim,63,English,,
2,Icehide Troll,Kaldheim,176,English,,
1,"Icingdeath, Frost Tyrant",Adventures in the Forgotten Realms,287,English,true,
1,Idol of Endurance,Core Set 2021,23,English,,
2,Igneous Cur,Core Set 2021,153,English,,
1,Igneous Inspiration,Strixhaven: School of Mages,107,English,,
1,Ihsan's Shade,Homelands,16,English,,
4,Ill-Gotten Inheritance,Ravnica Allegiance,77,English,,
1,Ill-Tempered Loner // Howlpack Avenger,Innistrad: Crimson Vow,162,English,,
1,Illusionary Forces,Ice Age,75,English,,
1,Illusionary Wall,Ice Age,78,English,,
1,Illusory Wrappings,Amonkhet,58,English,,
1,Illustrious Historian,Strixhaven: School of Mages,109,English,,
2,Ilysian Caryatid,Theros Beyond Death,174,English,,
2,Immersturm Raider,Kaldheim,141,English,,
3,Immolating Glare,Oath of the Gatewatch,20,English,,
3,Immolation,Fourth Edition,222,English,,
1,Immolation Shaman,Ravnica Allegiance,106,English,,
1,Impact Resonance,Commander 2014,36,English,,
4,Impale,Rivals of Ixalan,76,English,,
4,Impassioned Orator,Ravnica Allegiance,12,English,,
3,Impeccable Timing,Kaladesh,19,English,,
2,Impeccable Timing,Amonkhet,18,English,,
1,Impending Disaster,Mystery Booster,979,English,,
